Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad,NIT PROV NORM,FECHA NORM,URL COMPRA,,,,,,,,,Orden de Compra,Item
"2021,73879,Ejecutiva,Función Pública,ALCALDIA MANIZALES,Diana Constanza Mejia Grand,08/06/2021 00:00,PANORAMMA DISENO DE SOLUCIONES SAS,Emitida,131204,Ver Conjunto detalle,""140,073.00"",Emergencia COVID19,Manizales,No obligada,No Definido,900671732,1811,706,900671732,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73879,,,,,,,,,,"
"2020,62704,Ejecutiva,Información Estadí­stica,FONDANE  TERRITORIAL NORTE,Jose Ignacio Mercado Berrio,12/23/2020 12:00:00 AM,TOP IMPORT SAS,Emitida,111437,Ver Conjunto detalle,""2,686,250.00"",Emergencia COVID19,Barranquilla,Obligada,No Definido,9009329878,4690,459,900932987,23/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62704,,,,,,,,,,"
"2020,62711,Ejecutiva,Función Pública,CUNDINAMARCA  ALCALDIA MUNICIPAL DE CHIA,Luis Carlos Segura Rubiano,12/23/2020 12:00:00 AM,INDUHOTEL SAS,Emitida,111435,Ver Conjunto detalle,""21,432,631.00"",Emergencia COVID19,Chia,No obligada,No Definido,900300970,5511,215,900300970,23/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62711,,,,,,,,,,"
"2020,62712,Ejecutiva,Educación Nacional,MUNICIPIO DE BUCARAMANGA  SECRETARIA DE EDUCACION,Ana Leonor Rueda Vivas,12/23/2020 12:00:00 AM,CORPORACION PARA EL DESARROLLO SOCIAL Y LA CALIDAD DE VIDA,Emitida,111430,Ver Conjunto detalle,""63,168,072.00"",Emergencia COVID19,Bucaramanga,No obligada,No Definido,900023618,R9319,812,900023618,23/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62712,,,,,,,,,,"
"2020,62715,Organismos autónomo o independientes,No Aplica,ALCALDIA MUNICIPAL DE FUNZA,Nelsy Yasmin Cajamarca Suarez,12/23/2020 12:00:00 AM,CORPORACION PARA EL DESARROLLO SOCIAL Y LA CALIDAD DE VIDA,Emitida,111419,Ver Conjunto detalle,""28,098,844.00"",Emergencia COVID19,Funza,No obligada,No Definido,900023618,R9319,1261,900023618,23/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62715,,,,,,,,,,"
"2020,62716,Ejecutiva,Defensa Nacional,MEBUC,Gustavo Maldonado Rojas,12/23/2020 12:00:00 AM,SUQUIN SAS,Emitida,111428,Ver Conjunto detalle,""64,000,000.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,804002957,4664,430,804002957,23/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62716,,,,,,,,,,"
"2020,62717,Ejecutiva,Educación Nacional,MUNICIPIO DE BUCARAMANGA  SECRETARIA DE EDUCACION,Ana Leonor Rueda Vivas,12/23/2020 12:00:00 AM,INDUHOTEL SAS,Emitida,111450,Ver Conjunto detalle,""45,406,146.00"",Emergencia COVID19,Bucaramanga,No obligada,No Definido,900300970,5511,812,900300970,23/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62717,,,,,,,,,,"
"2020,62868,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION DE SOACHA,Yuri Yaneth Baquero Sanchez,12/27/2020 12:00:00 AM,AVANZA INTERNACIONAL GROUP,Emitida,111513,Ver Conjunto detalle,""9,253,125.00"",Emergencia COVID19,Soacha,No obligada,No Definido,900505419,4774,748,900505419,27/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62868,,,,,,,,,,"
"2020,62869,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION DE SOACHA,Yuri Yaneth Baquero Sanchez,12/27/2020 12:00:00 AM,GLOBALK COLOMBIA SAS,Emitida,111650,Ver Conjunto detalle,""290,833.00"",Emergencia COVID19,Soacha,No obligada,No Definido,8300518551,4690,748,830051855,27/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62869,,,,,,,,,,"
"2020,62879,Ejecutiva,Función Pública,NARIÑO  ALCALDÍA MUNICIPAL DE PASTO,Nelson Javier Rojas Goyes,12/28/2020 12:00:00 AM,INDUHOTEL SAS,Emitida,111749,Ver Conjunto detalle,""81,300,021.00"",Emergencia COVID19,Pasto,No obligada,No Definido,900300970,5511,1101,900300970,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62879,,,,,,,,,,"
"2020,62880,Ejecutiva,Función Pública,NARIÑO  ALCALDÍA MUNICIPAL DE PASTO,Nelson Javier Rojas Goyes,12/28/2020 12:00:00 AM,TOP IMPORT SAS,Emitida,111754,Ver Conjunto detalle,""8,696,804.00"",Emergencia COVID19,Pasto,No obligada,No Definido,9009329878,4690,1101,900932987,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62880,,,,,,,,,,"
"2020,62885,Ejecutiva,Función Pública,NARIÑO  ALCALDÍA MUNICIPAL DE PASTO,Nelson Javier Rojas Goyes,12/28/2020 12:00:00 AM,AVANZA INTERNACIONAL GROUP,Emitida,111757,Ver Conjunto detalle,""13,031,914.00"",Emergencia COVID19,Pasto,No obligada,No Definido,900505419,4774,1101,900505419,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62885,,,,,,,,,,"
"2020,62888,Ejecutiva,Presidencia de la República,AGENCIA DE RENOVACION DEL TERRITORIO,Rodrigo Alberto Taborda Aponte,12/28/2020 12:00:00 AM,Sumimas SAS,Emitida,111365,Ver Conjunto detalle,""586,200.00"",Emergencia COVID19,Bogota D.C.,Obligada,No Definido,8300013381,4649,1017,830001338,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62888,,,,,,,,,,"
"2020,62889,Ejecutiva,Presidencia de la República,AGENCIA DE RENOVACION DEL TERRITORIO,Rodrigo Alberto Taborda Aponte,12/28/2020 12:00:00 AM,SUQUIN SAS,Emitida,111367,Ver Conjunto detalle,""384,000.00"",Emergencia COVID19,Bogota D.C.,Obligada,No Definido,804002957,4664,1017,804002957,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62889,,,,,,,,,,"
"2020,62890,Ejecutiva,Presidencia de la República,AGENCIA DE RENOVACION DEL TERRITORIO,Rodrigo Alberto Taborda Aponte,12/28/2020 12:00:00 AM,DOTACIONES EN SALUD DOTASALUD JC SAS,Emitida,111370,Ver Conjunto detalle,""279,880.00"",Emergencia COVID19,Bogota D.C.,Obligada,No Definido,9000532972,4645,1017,900053297,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62890,,,,,,,,,,"
"2020,62895,Ejecutiva,Presidencia de la República,AGENCIA DE RENOVACION DEL TERRITORIO,Rodrigo Alberto Taborda Aponte,12/28/2020 12:00:00 AM,SOLOASEO CAFETERIA DISTRIBUCIONES,Emitida,111363,Ver Conjunto detalle,""420,784.00"",Emergencia COVID19,Bogota D.C.,Obligada,No Definido,19254921,4649,1017,19254921,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62895,,,,,,,,,,"
"2021,73909,Ejecutiva,Defensa Nacional,DIRECCIÓN DE CARABINEROS Y SEGURIDAD RURAl,Andrea Del Pilar Lozano Barrera,08/06/2021 00:00,INVERSIONES LA VICTORIA INTERNATIONAL LTDA,Emitida,131215,Ver Conjunto detalle,""20,995,312.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,900167135,4645,582,900167135,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73909,,,,,,,,,,"
"2020,62902,Ejecutiva,Comercio Industria y Turismo,SERVICIOS POSTALES NACIONALES SA,Nelson Andres Mejia Narvaez,12/28/2020 12:00:00 AM,SUQUIN SAS,Emitida,111353,Ver Conjunto detalle,""19,200,000.00"",Emergencia COVID19,BOGOTA,No obligada,No Definido,804002957,4664,605,804002957,28/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62902,,,,,,,,,,"
"2020,62984,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,12/29/2020 12:00:00 AM,Marcela Alexandra Mesa,Cerrada,111911,Ver Conjunto detalle,""1,899,899.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,52223268,7020,1171,52223268,29/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/62984,,,,,,,,,,"
"2020,63014,Ejecutiva,Función Pública,DEPARTAMENTO DEL HUILA,Alex Paolo Garcia Nuñez,12/29/2020 12:00:00 AM,AVANZA INTERNACIONAL GROUP,Emitida,111948,Ver Conjunto detalle,""84,315,787.00"",Emergencia COVID19,Neiva,No obligada,No Definido,900505419,4774,900,900505419,29/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63014,,,,,,,,,,"
"2021,67793,Ejecutiva,Educación Nacional,ALCALDIA DE CARTAGENA DE INDIAS,Didier De Jesus Torres Zuñiga,04/22/2021 12:00:00 AM,CONFEKAREN SAS,Emitida,120553,Ver Conjunto detalle,""16,677,244.00"",Emergencia COVID19,caratgena,No obligada,No Definido,9012530835,1392,895,901253083,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67793,,,,,,,,,,"
"2021,67795,Ejecutiva,Educación Nacional,ALCALDIA DE CARTAGENA DE INDIAS,Didier De Jesus Torres Zuñiga,04/22/2021 12:00:00 AM,LOGISTICA Y GESTION DE NEGOCIOS SAS,Emitida,120561,Ver Conjunto detalle,""1,068,655.00"",Emergencia COVID19,caratgena,No obligada,No Definido,900582854,8230,895,900582854,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67795,,,,,,,,,,"
"2021,67796,Ejecutiva,Trabajo,SENA  CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL REGIONAL SANTANDER,Ella Johanna Mendoza Pedraza,04/22/2021 12:00:00 AM,Almacenes Éxito SA,Emitida,120468,Ver Conjunto detalle,""139,500,000.00"",Emergencia COVID19,Girón -Santander,Obligada,No Definido,890900608,4711,2312,890900608,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67796,,,,,,,,,,"
"2021,73910,Ejecutiva,Defensa Nacional,DIRECCIÓN DE CARABINEROS Y SEGURIDAD RURAl,Andrea Del Pilar Lozano Barrera,08/06/2021 00:00,ACEC CONSULTING GROUP SAS,Emitida,131217,Ver Conjunto detalle,""7,998,966.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,901452736,4645,582,901452736,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73910,,,,,,,,,,"
"2021,73911,Ejecutiva,Defensa Nacional,DIRECCIÓN DE CARABINEROS Y SEGURIDAD RURAl,Andrea Del Pilar Lozano Barrera,08/06/2021 00:00,SPARKLEAN SAS,Emitida,131219,Ver Conjunto detalle,""3,998,995.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,901152273,2023,582,901152273,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73911,,,,,,,,,,"
"2021,67798,Ejecutiva,Defensa Nacional,NORTE DE SANTANDER  CENTRAL ADMINISTRATIVA Y CONTABLE CENAC CUCUTA,Luis Fernando Ruiz Arias,04/22/2021 12:00:00 AM,SOLOASEO CAFETERIA DISTRIBUCIONES,Emitida,120512,Ver Conjunto detalle,""3,655,500.00"",Emergencia COVID19,CÚCUTA,Obligada,No Definido,19254921,4649,789,19254921,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67798,,,,,,,,,,"
"2021,67799,Ejecutiva,Defensa Nacional,NORTE DE SANTANDER  CENTRAL ADMINISTRATIVA Y CONTABLE CENAC CUCUTA,Luis Fernando Ruiz Arias,04/22/2021 12:00:00 AM,BON SANTE SAS,Emitida,120519,Ver Conjunto detalle,""8,727,189.00"",Emergencia COVID19,CÚCUTA,Obligada,No Definido,901211678,4773,789,901211678,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67799,,,,,,,,,,"
"2021,73912,Ejecutiva,Defensa Nacional,DIRECCIÓN DE CARABINEROS Y SEGURIDAD RURAl,Andrea Del Pilar Lozano Barrera,08/06/2021 00:00,INDUHOTEL SAS,Emitida,131221,Ver Conjunto detalle,""269,730.00"",Emergencia COVID19,Bogotá,Obligada,No Definido,900300970,5511,582,900300970,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73912,,,,,,,,,,"
"2021,67801,Ejecutiva,Defensa Nacional,NORTE DE SANTANDER  CENTRAL ADMINISTRATIVA Y CONTABLE CENAC CUCUTA,Luis Fernando Ruiz Arias,04/22/2021 12:00:00 AM,CLEAN SPECIAL SERVICES PLUS SAS,Emitida,120521,Ver Conjunto detalle,""265,750.00"",Emergencia COVID19,CÚCUTA,Obligada,No Definido,900495981,4774,789,900495981,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67801,,,,,,,,,,"
"2021,67802,Ejecutiva,Defensa Nacional,NORTE DE SANTANDER  CENTRAL ADMINISTRATIVA Y CONTABLE CENAC CUCUTA,Luis Fernando Ruiz Arias,04/22/2021 12:00:00 AM,ARLA SAS,Emitida,120524,Ver Conjunto detalle,""1,799,884.00"",Emergencia COVID19,CÚCUTA,Obligada,No Definido,800073068,2023,789,800073068,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67802,,,,,,,,,,"
"2021,67803,Ejecutiva,Defensa Nacional,NORTE DE SANTANDER  CENTRAL ADMINISTRATIVA Y CONTABLE CENAC CUCUTA,Luis Fernando Ruiz Arias,04/22/2021 12:00:00 AM,ISLECAR GROUP SAS,Emitida,120526,Ver Conjunto detalle,""2,959,400.00"",Emergencia COVID19,CÚCUTA,Obligada,No Definido,900488628,2023,789,900488628,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67803,,,,,,,,,,"
"2021,67811,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,04/22/2021 12:00:00 AM,Servicios Integrados SAS,Emitida,120574,Ver Conjunto detalle,""46,774,190.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,810000481,8129,257,810000481,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67811,,,,,,,,,,"
"2021,67820,Ejecutiva,Defensa Nacional,GRUPO INTENDENCIA REGIONAL DIMAR NO 4,Bello Curcio Andres Felipe,04/22/2021 12:00:00 AM,FUMI ESPRAY SAS,Emitida,120581,Ver Conjunto detalle,""3,964,552.00"",Emergencia COVID19,Cartagena,Obligada,No Definido,900654916,8129,512,900654916,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67820,,,,,,,,,,"
"2021,67824,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,04/22/2021 12:00:00 AM,MAS EMPRESARIAL SM SAS,Emitida,120590,Ver Conjunto detalle,""4,516,129.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,900401081,2221,257,900401081,22/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67824,,,,,,,,,,"
"2021,67833,Ejecutiva,,CUNDINAMARCA  ALCALDIA MUNICIPIO DE CAJICA,Fabio Hernan Ramirez Rodriguez,04/23/2021 12:00:00 AM,BON SANTE SAS,Emitida,120623,Ver Conjunto detalle,""473,421.00"",Emergencia COVID19,CAJICA,No obligada,No Definido,901211678,4773,427,901211678,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67833,,,,,,,,,,"
"2021,67834,Ejecutiva,,CUNDINAMARCA  ALCALDIA MUNICIPIO DE CAJICA,Fabio Hernan Ramirez Rodriguez,04/23/2021 12:00:00 AM,JM GRUPO EMPRESARIAL SAS,Cancelada,120628,Ver Conjunto detalle,""12,055,095.00"",Emergencia COVID19,CAJICA,No obligada,No Definido,900353659,8230,427,900353659,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67834,,,,,,,,,,"
"2021,67835,Ejecutiva,,CUNDINAMARCA  ALCALDIA MUNICIPIO DE CAJICA,Fabio Hernan Ramirez Rodriguez,04/23/2021 12:00:00 AM,ELEVACON SAS,Emitida,120631,Ver Conjunto detalle,""8,501,000.00"",Emergencia COVID19,CAJICA,No obligada,No Definido,9002928557,4663,427,900292855,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67835,,,,,,,,,,"
"2021,67836,Ejecutiva,,CUNDINAMARCA  ALCALDIA MUNICIPIO DE CAJICA,Fabio Hernan Ramirez Rodriguez,04/23/2021 12:00:00 AM,LOGISTICA Y GESTION DE NEGOCIOS SAS,Cancelada,120635,Ver Conjunto detalle,""7,367,789.00"",Emergencia COVID19,CAJICA,No obligada,No Definido,900582854,8230,427,900582854,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67836,,,,,,,,,,"
"2021,67841,Ejecutiva,Defensa Nacional,NORTE DE SANTANDER  CENTRAL ADMINISTRATIVA Y CONTABLE CENAC CUCUTA,Luis Fernando Ruiz Arias,04/23/2021 12:00:00 AM,LOGISTICA Y GESTION DE NEGOCIOS SAS,Emitida,120657,Ver Conjunto detalle,""11,112,614.00"",Emergencia COVID19,CÚCUTA,Obligada,No Definido,900582854,8230,789,900582854,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67841,,,,,,,,,,"
"2021,67870,Ejecutiva,Trabajo,SENA  Regional Santander,Campo Elias Gutierrez Polania,04/23/2021 12:00:00 AM,INDUHOTEL SAS,Emitida,120642,Ver Conjunto detalle,""8,855,280.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,900300970,5511,404,900300970,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67870,,,,,,,,,,"
"2021,67871,Ejecutiva,Trabajo,SENA  Regional Santander,Campo Elias Gutierrez Polania,04/23/2021 12:00:00 AM,PANORAMMA DISENO DE SOLUCIONES SAS,Emitida,120649,Ver Conjunto detalle,""2,692,260.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,900671732,1811,404,900671732,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67871,,,,,,,,,,"
"2021,67872,Ejecutiva,Trabajo,SENA  Regional Santander,Campo Elias Gutierrez Polania,04/23/2021 12:00:00 AM,SOLOASEO CAFETERIA DISTRIBUCIONES,Emitida,120652,Ver Conjunto detalle,""6,259,738.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,19254921,4649,404,19254921,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67872,,,,,,,,,,"
"2021,67873,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE ARMENIA  CENEC,Edin Alfonso Barrera Perez,04/23/2021 12:00:00 AM,SCALPEL SAS,Emitida,120609,Ver Conjunto detalle,""31,237,500.00"",Emergencia COVID19,Armenia (Quindio),Obligada,No Definido,830093750,4659,508,830093750,23/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67873,,,,,,,,,,"
"2021,67986,Ejecutiva,Defensa Nacional,CENACNEIVA,Jenny Carolina Jaramillo Pulgarin,04/27/2021 12:00:00 AM,BON SANTE SAS,Emitida,120898,Ver Conjunto detalle,""3,622,560.00"",Emergencia COVID19,Neiva,Obligada,No Definido,901211678,4773,472,901211678,27/04/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/67986,,,,,,,,,,"
"2020,63097,Ejecutiva,No Aplica,SANTANDER  ALCALDIA DE PIEDECUESTA,Jaime Rogerio Baez Rangel,12/29/2020 12:00:00 AM,GLOBALK COLOMBIA SAS,Cerrada,112046,Ver Conjunto detalle,""21,928,912.00"",Emergencia COVID19,Piedecuesta,No obligada,No Definido,8300518551,4690,1411,830051855,29/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63097,,,,,,,,,,"
"2020,63109,Ejecutiva,,GOBERNACION DE NARIÑO,Karen Lizbeth Lima Rosero,12/29/2020 12:00:00 AM,JM GRUPO EMPRESARIAL SAS,Emitida,112052,Ver Conjunto detalle,""170,471,203.00"",Emergencia COVID19,Pasto,No obligada,No Definido,900353659,8230,305,900353659,29/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63109,,,,,,,,,,"
"2020,63110,Ejecutiva,,GOBERNACION DE NARIÑO,Karen Lizbeth Lima Rosero,12/29/2020 12:00:00 AM,PAULO CESAR CARVAJAL  PRODUCTOS INSTITUCIONALES,Emitida,112060,Ver Conjunto detalle,""8,636,125.00"",Emergencia COVID19,Pasto,No obligada,No Definido,10003534,4711,305,10003534,29/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63110,,,,,,,,,,"
"2020,63111,Ejecutiva,,GOBERNACION DE NARIÑO,Karen Lizbeth Lima Rosero,12/29/2020 12:00:00 AM,PANORAMMA DISENO DE SOLUCIONES SAS,Emitida,112056,Ver Conjunto detalle,""82,002,118.00"",Emergencia COVID19,Pasto,No obligada,No Definido,900671732,1811,305,900671732,29/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63111,,,,,,,,,,"
"2020,63114,Ejecutiva,,GOBERNACION DE NARIÑO,Karen Lizbeth Lima Rosero,12/29/2020 12:00:00 AM,AVANZA INTERNACIONAL GROUP,Emitida,112071,Ver Conjunto detalle,""89,267,017.00"",Emergencia COVID19,Pasto,No obligada,No Definido,900505419,4774,305,900505419,29/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63114,,,,,,,,,,"
"2020,63131,Ejecutiva,Trabajo,SENA  Regional Cauca,Ariel Edmundo Pabon Burbano,12/30/2020 12:00:00 AM,GRUPO GESTION EMPRESARIAL COLOMBIA SAS,Emitida,112063,Ver Conjunto detalle,""12,138,000.00"",Emergencia COVID19,POPAYAN,Obligada,No Definido,901346888,8121,397,901346888,30/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63131,,,,,,,,,,"
"2020,63132,Ejecutiva,Trabajo,SENA  Regional Cauca,Ariel Edmundo Pabon Burbano,12/30/2020 12:00:00 AM,GRUPO GESTION EMPRESARIAL COLOMBIA SAS,Emitida,112064,Ver Conjunto detalle,""4,046,000.00"",Emergencia COVID19,Santander de Quilichao,Obligada,No Definido,901346888,8121,397,901346888,30/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63132,,,,,,,,,,"
"2020,63187,Judicial,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SINCELEJO  SUCRE,Daniel Eduardo Romero Vitola,12/30/2020 12:00:00 AM,BON SANTE SAS,Emitida,112159,Ver Conjunto detalle,""619,095.00"",Emergencia COVID19,SINCELEJO,Obligada,No Definido,901211678,4773,1117,901211678,30/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63187,,,,,,,,,,"
"2020,63189,Ejecutiva,Educación Nacional,ADMINISTRACIÓN TEMPORAL,Maria Elena Ruiz Guarin,12/30/2020 12:00:00 AM,CORPORACION PARA EL DESARROLLO SOCIAL Y LA CALIDAD DE VIDA,Emitida,112155,Ver Conjunto detalle,""73,666,841.00"",Emergencia COVID19,RIOHACHA,No obligada,No Definido,900023618,R9319,2360,900023618,30/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63189,,,,,,,,,,"
"2020,63190,Ejecutiva,Educación Nacional,ADMINISTRACIÓN TEMPORAL,Maria Elena Ruiz Guarin,12/30/2020 12:00:00 AM,INDUHOTEL SAS,Emitida,112157,Ver Conjunto detalle,""22,717,067.00"",Emergencia COVID19,RIOHACHA,No obligada,No Definido,900300970,5511,2360,900300970,30/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63190,,,,,,,,,,"
"2021,73915,Organismos autónomo o independientes,Función Pública,ANTIOQUIA  ALCALDIA DE RIONEGRO,Rodrigo Hernandez Alzate,08/06/2021 00:00,ARLA SAS,Emitida,131303,Ver Conjunto detalle,""18,524,680.00"",Emergencia COVID19,Rionegro,No obligada,No Definido,800073068,2023,817,800073068,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73915,,,,,,,,,,"
"2021,73916,Organismos autónomo o independientes,Función Pública,ANTIOQUIA  ALCALDIA DE RIONEGRO,Rodrigo Hernandez Alzate,08/06/2021 00:00,SPARKLEAN SAS,Emitida,131306,Ver Conjunto detalle,""19,698,781.00"",Emergencia COVID19,Rionegro,No obligada,No Definido,901152273,2023,817,901152273,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73916,,,,,,,,,,"
"2020,63219,Judicial,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SINCELEJO  SUCRE,Daniel Eduardo Romero Vitola,12/31/2020 12:00:00 AM,SOLOASEO CAFETERIA DISTRIBUCIONES,Emitida,112179,Ver Conjunto detalle,""3,325,799.00"",Emergencia COVID19,SINCELEJO,Obligada,No Definido,19254921,4649,1117,19254921,31/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63219,,,,,,,,,,"
"2020,63220,Judicial,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SINCELEJO  SUCRE,Daniel Eduardo Romero Vitola,12/31/2020 12:00:00 AM,SOLOASEO CAFETERIA DISTRIBUCIONES,Emitida,112179,Ver Conjunto detalle,""429,774.00"",Emergencia COVID19,SINCELEJO,Obligada,No Definido,19254921,4649,1117,19254921,31/12/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/63220,,,,,,,,,,"
